Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose,RiskScore,LoanApproved
18,58116,516,Unemployed,24050,60,High School,0,831,0.1417191798580339,0.308723143828648,0,0,24,25,Home,54.0,0
44,101098,460,Employed,42467,36,Bachelor,0,434,0.0748359226854084,0.0748465946953066,0,0,25,15,Auto,48.0,0
36,52644,554,Employed,13007,48,High School,4,282,0.175271108842888,0.4411692342513091,0,0,23,12,Home,53.0,0
29,44051,591,Unemployed,31783,60,Master,5,433,0.2206809411277698,0.3546151373447251,0,0,25,1,Debt Consolidation,60.0,0
31,21065,570,Employed,17686,48,Master,1,441,0.140284882435055,0.3971709081221251,0,0,20,5,Debt Consolidation,57.0,0
37,92524,472,Employed,33548,36,Associate,1,383,0.2893298498779216,0.2622208693021106,0,0,23,2,Home,55.0,0
18,60633,506,Employed,24027,84,High School,2,510,0.4357285938800277,0.4727736044976774,0,0,33,19,Debt Consolidation,57.0,0
31,60753,624,Employed,24703,60,Bachelor,0,749,0.169418297798081,0.5209584051370815,0,1,30,4,Debt Consolidation,59.0,0
29,44663,614,Employed,12753,36,High School,0,270,0.4153540866300982,0.2966405941485283,0,0,13,28,Auto,49.0,0
46,72353,572,Employed,27027,36,Bachelor,4,151,0.3838379036698022,0.402013611924277,0,0,31,15,Debt Consolidation,44.8,1
30,58862,586,Employed,21849,60,Master,4,207,0.3600448040268759,0.5624857670815667,0,1,14,25,Auto,62.0,0
37,86932,543,Employed,21757,48,Bachelor,2,723,0.4644615035195539,0.3403065937993436,0,0,27,28,Auto,40.0,1
58,102553,651,Employed,30768,60,Master,1,979,0.2178921033383672,0.4270369100941525,0,0,30,6,Auto,40.8,1
51,42426,589,Employed,14529,36,High School,0,243,0.1745466831574326,0.3180327299677056,0,0,16,4,Debt Consolidation,53.0,0
50,50226,579,Employed,29227,72,Master,1,444,0.3591174968509303,0.3121978269570602,1,0,19,16,Auto,66.0,0
34,15000,476,Employed,29546,36,High School,1,1341,0.7296633833963616,0.5205805471102262,0,0,31,10,Debt Consolidation,62.0,0
46,17048,609,Employed,19468,12,High School,2,451,0.0755510114135506,0.327374224861666,0,0,24,17,Home,48.0,0
37,66498,541,Employed,19238,120,Master,3,760,0.3555968165964567,0.17938960343183,0,0,30,19,Auto,40.0,1
37,93994,533,Employed,20328,72,Bachelor,1,423,0.2634412212176558,0.2011968977166195,0,0,21,1,Debt Consolidation,53.0,0
44,86195,626,Employed,18395,108,Bachelor,3,592,0.2713310957188193,0.2273320962558206,0,0,30,27,Education,38.400000000000006,1
32,26835,647,Employed,13179,36,Master,1,158,0.2047037476970077,0.0516766292066162,0,0,25,21,Home,49.0,0
57,207597,594,Employed,10629,48,Bachelor,3,307,0.2008304600922144,0.0160199674825597,0,0,21,16,Other,38.400000000000006,1
38,81442,527,Employed,13073,96,High School,1,282,0.249419132761288,0.2026056595578945,0,0,24,2,Home,51.0,0
47,40089,642,Employed,52270,72,Bachelor,1,318,0.5234248870256152,0.3639891870165951,0,0,20,12,Debt Consolidation,36.0,1
57,52424,529,Employed,17095,36,High School,0,1033,0.4192021272470569,0.0715634302271557,1,0,26,1,Home,65.0,0
52,16397,500,Employed,17357,72,High School,4,215,0.4832132817604381,0.2428154522472366,0,0,23,14,Home,51.0,0
23,29992,511,Employed,21070,60,Bachelor,3,742,0.2234935438829314,0.4188113944696948,0,1,13,28,Education,64.0,0
45,84809,556,Employed,40346,84,Master,0,764,0.0826767401614601,0.2367474629861542,0,0,18,21,Education,50.0,0
50,62805,624,Employed,15685,48,Bachelor,3,442,0.6121935389580321,0.0915897100635069,0,0,18,14,Home,45.0,0
50,177708,591,Employed,22459,48,Associate,1,867,0.6447401881511307,0.0831815099590516,0,0,21,6,Auto,41.6,1
26,23952,615,Employed,9616,84,Master,4,391,0.4280701378655662,0.6080555539826566,0,0,25,5,Auto,60.0,0
32,56155,634,Employed,9675,60,Doctorate,0,351,0.2610006381180292,0.1277350487651654,0,0,23,8,Auto,38.400000000000006,1
51,26746,592,Employed,17623,48,Associate,0,714,0.180015323122227,0.0877657662448392,0,0,29,16,Education,47.0,0
30,93220,581,Employed,19200,60,High School,1,223,0.2096460400325247,0.5790067250301643,0,0,26,20,Education,57.0,0
36,52607,615,Employed,21778,48,High School,0,272,0.1298369228816606,0.1573916358836904,0,0,33,29,Other,42.0,0
58,61197,652,Employed,24077,48,Associate,0,767,0.2743232098826452,0.2590398957655004,0,0,29,14,Debt Consolidation,46.0,0
39,42254,564,Employed,32485,60,High School,0,435,0.5840146248723017,0.4465833295985274,0,0,23,10,Auto,58.0,0
31,25970,566,Employed,15213,36,Associate,3,703,0.0865422298129628,0.1268923352586482,0,0,25,10,Debt Consolidation,47.0,0
29,90821,520,Employed,21025,60,Bachelor,2,365,0.4246297600092933,0.3102019389164299,0,0,28,10,Auto,40.0,1
43,59227,633,Self-Employed,16316,60,Bachelor,0,471,0.2017087955824189,0.4005346650150783,0,0,22,7,Debt Consolidation,57.0,0
24,63162,606,Employed,36534,72,Doctorate,2,411,0.3021147023142563,0.5384707181434496,0,0,19,6,Home,55.0,0
37,74155,560,Employed,15256,96,Associate,0,588,0.3001519471523609,0.5728846814851044,0,0,22,15,Home,54.0,0
43,26379,610,Employed,52056,60,High School,1,288,0.3818777237035073,0.2464915385850866,0,0,28,11,Other,51.0,0
55,195596,614,Employed,23013,60,Associate,1,389,0.2140942914129858,0.4443321770175014,0,0,28,20,Auto,39.2,1
48,163396,464,Employed,25617,24,Master,1,604,0.4606670616331554,0.2661504164101629,1,1,15,18,Home,69.0,0
31,37613,554,Employed,5964,24,High School,1,331,0.5225671658995219,0.1069992088590667,0,0,25,28,Home,41.6,1
54,36280,475,Employed,22641,48,High School,0,612,0.2000188313934675,0.0516223663333356,0,0,24,15,Home,49.0,0
36,82291,544,Employed,19950,36,Bachelor,3,359,0.1603042545391967,0.3725504372752006,0,0,20,29,Other,38.400000000000006,1
25,78488,561,Employed,12559,96,High School,0,579,0.1242781173382768,0.516206583016032,0,0,26,6,Home,59.0,0
37,152581,612,Employed,6201,48,Bachelor,0,420,0.2889103325057529,0.1187578993136855,0,0,26,3,Debt Consolidation,36.8,1
57,74548,522,Employed,12520,36,Associate,0,208,0.1756621478113488,0.7076066509761201,0,0,23,5,Auto,47.2,1
41,44728,576,Employed,21066,36,Bachelor,0,506,0.1448115263210608,0.0602656233221815,0,0,20,15,Other,36.8,1
40,58511,623,Employed,14701,60,Bachelor,0,240,0.190447987851996,0.4654644825364745,0,0,32,8,Home,37.6,1
59,17249,608,Employed,39680,24,High School,3,222,0.4141993367548979,0.2740776075886122,0,0,32,16,Education,50.0,0
22,33305,528,Employed,20265,24,Associate,3,722,0.5320938707448941,0.2020326459674724,1,0,24,1,Home,70.0,0
24,51606,501,Employed,29878,60,Associate,4,331,0.0595678500872251,0.1640284216723675,0,0,19,4,Debt Consolidation,50.0,0
20,15000,500,Employed,17524,24,Master,4,149,0.435773286698643,0.4659082041480054,0,1,24,17,Education,65.0,0
44,59827,565,Employed,18795,48,Bachelor,0,308,0.3325208242018467,0.3419824943046376,0,0,21,26,Home,41.6,1
41,35265,598,Employed,45847,36,Bachelor,2,334,0.3353704590299514,0.029786029091118,0,0,21,20,Education,51.0,0
58,146552,593,Employed,33538,60,Associate,1,172,0.2001738252284196,0.2598749211151157,0,1,30,10,Auto,44.8,1
42,38480,574,Employed,18109,108,Bachelor,5,279,0.1845259756731024,0.5727363343086384,0,0,25,7,Debt Consolidation,59.0,0
35,34094,527,Employed,58697,96,High School,1,347,0.1356383305491927,0.280426989414742,0,0,29,2,Auto,50.0,0
40,36278,557,Employed,11855,108,High School,3,734,0.0482373853317918,0.5343299214230486,0,0,19,23,Education,40.0,1
41,50391,611,Employed,12688,36,High School,0,385,0.0768827546705173,0.2549913199184608,0,0,25,18,Home,36.8,1
19,68604,462,Employed,15631,72,Bachelor,0,165,0.3541500785349062,0.3114505396505168,0,0,16,17,Debt Consolidation,43.2,1
72,61129,663,Employed,32448,36,Bachelor,2,440,0.1301601278278918,0.5562431188855903,0,0,20,25,Auto,51.0,0
46,49698,554,Employed,19698,60,Associate,0,264,0.1392658020112261,0.5397155888882845,0,0,18,5,Debt Consolidation,60.0,0
42,86273,613,Employed,15395,36,Master,2,456,0.4774909087948831,0.0691758626090388,1,0,19,2,Debt Consolidation,47.2,1
47,44648,535,Employed,9759,96,Associate,3,634,0.324653116874645,0.233808950246399,0,0,19,2,Home,57.0,0
48,80364,594,Unemployed,35060,36,Bachelor,0,171,0.1205576996270995,0.1696569795645361,0,0,30,22,Home,40.8,1
38,44809,641,Employed,25519,60,Doctorate,1,146,0.1561021187716806,0.1517883237110564,0,0,19,21,Education,43.0,0
32,52558,573,Employed,13072,60,Bachelor,0,501,0.1940345077634981,0.1598459507393247,0,0,34,1,Home,53.0,0
47,127122,490,Employed,14103,36,Bachelor,2,344,0.1025067716551711,0.111159919116964,0,0,24,25,Auto,37.6,1
44,65599,504,Employed,18301,72,Associate,0,347,0.1986841192289764,0.1283915313014634,0,0,38,15,Debt Consolidation,36.0,1
30,15000,504,Employed,13681,84,High School,1,440,0.1909568861755056,0.4040081148738734,0,0,34,22,Debt Consolidation,55.0,0
57,77194,641,Employed,15096,36,Master,1,400,0.3655629890893554,0.3145116006334286,0,0,24,9,Other,38.400000000000006,1
43,26536,586,Employed,28220,36,Master,1,630,0.2459767800956811,0.1979865829465865,0,0,23,28,Other,52.0,0
48,30720,650,Employed,18113,36,Associate,1,483,0.2463501555781719,0.607631162995132,0,0,28,3,Auto,56.0,0
56,91307,542,Employed,33258,24,Bachelor,3,369,0.4644069743612485,0.3370739389338347,0,0,32,10,Home,40.0,1
40,24842,522,Employed,11512,36,Associate,1,430,0.5952282438474314,0.237865685237852,0,0,28,12,Auto,55.0,0
43,32660,594,Employed,44343,60,Doctorate,0,347,0.1141292990348259,0.2336801933892736,0,1,19,12,Education,58.0,0
49,59409,624,Employed,23206,72,Master,3,113,0.0278147852892469,0.1352184381158165,0,0,23,11,Auto,36.8,1
31,21559,467,Employed,18493,108,High School,0,669,0.1777676020419744,0.4393041900380848,1,0,28,2,Home,67.0,0
40,20411,597,Employed,10304,48,Bachelor,0,269,0.2349345001978537,0.2151256751096472,0,0,18,4,Debt Consolidation,55.0,0
41,70996,636,Employed,27760,36,Bachelor,3,802,0.2074499570208595,0.3215789599375798,1,0,29,14,Home,63.0,0
28,59120,445,Employed,17862,36,High School,2,272,0.3816117211279947,0.4953374899855935,0,0,19,2,Auto,60.0,0
67,116523,560,Employed,39928,12,Associate,0,273,0.4170745647224099,0.1473063007557929,0,0,28,28,Auto,50.0,0
23,22455,599,Employed,48477,108,High School,1,585,0.0134495779856557,0.0554858805213486,0,0,28,17,Auto,51.0,0
24,50344,535,Employed,20937,60,Master,3,181,0.5299179904789211,0.3198669367230604,0,0,19,2,Auto,57.0,0
55,38356,633,Self-Employed,41000,12,High School,5,782,0.05317517390209,0.1508905551581475,0,0,26,4,Auto,49.0,0
48,35644,592,Employed,20900,36,Master,2,371,0.510170263309544,0.3264623186729423,0,0,26,7,Other,57.0,0
27,31075,540,Employed,24733,36,Master,3,256,0.238914876525844,0.2382306919466134,0,0,34,12,Home,51.0,0
47,15000,599,Employed,45967,60,High School,0,323,0.4563316375120758,0.1621224746649048,0,1,18,13,Home,57.0,0
57,28987,547,Self-Employed,52879,48,Bachelor,5,396,0.5311929217104594,0.4297004871536243,0,0,21,9,Home,61.0,0
39,19507,573,Employed,25109,60,Bachelor,2,556,0.2820406883892898,0.0967776966283473,1,0,19,12,Auto,64.0,0
71,99608,591,Employed,32192,48,Doctorate,2,410,0.0633828213524306,0.1960117393681599,0,0,20,2,Other,36.8,1
19,55207,599,Employed,59829,72,Bachelor,3,657,0.1760351617090363,0.6038519501085513,0,0,31,27,Home,57.0,0
48,21878,616,Employed,15515,72,Bachelor,2,337,0.0442737041876081,0.1909782029400329,0,0,22,14,Auto,48.0,0
53,97733,596,Employed,19137,60,Master,1,376,0.2373907763942111,0.4092465779803765,0,0,33,3,Home,41.6,1
50,33212,599,Employed,52675,96,High School,1,386,0.2302823492716182,0.5628545578648385,0,0,33,22,Auto,59.0,0
37,23789,547,Self-Employed,34219,24,Associate,0,343,0.5164360164726612,0.4172426276469572,0,0,21,12,Auto,56.0,0
36,19170,522,Employed,15714,36,Master,3,260,0.0265614718117982,0.4058009957457235,0,1,29,24,Debt Consolidation,61.0,0
45,27533,552,Employed,31596,48,High School,2,490,0.1688592344613484,0.6235758170414067,1,0,12,6,Home,71.0,0
49,64447,569,Employed,30217,36,Master,1,221,0.2274393747367008,0.5469696729288674,0,1,21,2,Home,68.0,0
47,96667,591,Employed,13090,108,Bachelor,0,295,0.3398299374156921,0.1913254048889693,0,1,30,12,Education,44.0,1
52,51608,635,Employed,29912,60,Associate,2,671,0.3663257603806957,0.5415150367717941,0,0,23,13,Home,55.0,0
27,28742,473,Employed,49371,48,Associate,1,208,0.2204410818288554,0.5488793249406138,0,0,30,13,Home,60.0,0
37,65634,555,Employed,39394,36,High School,1,305,0.3575598106677312,0.1315170608839792,0,0,19,28,Home,50.0,0
28,36604,530,Employed,12661,48,High School,1,252,0.5320218817554809,0.359361771783539,0,0,25,13,Auto,56.0,0
35,17417,521,Unemployed,22337,84,Associate,0,466,0.2220997031434532,0.2555531643217904,0,0,30,14,Home,57.0,0
52,41697,610,Unemployed,11302,36,Master,2,472,0.2316020336823804,0.248407331376293,0,0,19,14,Debt Consolidation,53.0,0
41,30964,601,Employed,18022,12,Bachelor,1,509,0.1742186447820792,0.6522209113444492,0,1,18,4,Debt Consolidation,64.0,0
71,58887,648,Employed,13453,60,Associate,3,681,0.1172842864459603,0.5119576671361004,0,0,21,17,Debt Consolidation,54.0,0
42,32640,580,Employed,20107,96,Associate,4,172,0.112826235542587,0.2943329102614176,1,0,29,1,Home,66.0,0
40,21985,542,Employed,29044,12,High School,3,471,0.0520124787209139,0.1223410186454428,0,0,22,26,Auto,51.0,0
41,121487,589,Employed,38819,120,Doctorate,1,543,0.1024792047817976,0.2875263865646452,0,0,22,17,Debt Consolidation,49.0,0
32,43186,535,Employed,30528,96,High School,2,346,0.1701189610258433,0.271687072905366,0,0,26,9,Home,53.0,0
39,59448,554,Employed,34476,60,Associate,0,525,0.0392847998899825,0.0337081567827284,0,0,27,5,Home,51.0,0
53,51326,531,Employed,21631,60,Bachelor,0,130,0.2966456343962805,0.1758829289417723,0,0,17,18,Education,38.400000000000006,1
41,87716,436,Employed,31000,24,Bachelor,0,757,0.320413953327102,0.1599559926611508,0,0,24,21,Home,39.2,1
30,42869,598,Unemployed,10147,36,Associate,2,608,0.1310953779180027,0.1561584504030329,0,0,27,14,Home,51.0,0
28,96585,606,Employed,22423,36,Doctorate,2,333,0.5617520683450681,0.632172040148153,0,0,17,1,Education,44.0,1
34,15000,593,Employed,15947,72,Bachelor,2,482,0.4866217327163681,0.4019425953176232,0,0,31,4,Other,56.0,0
40,39303,540,Employed,12750,96,High School,0,519,0.3521305351910634,0.4663909455511902,0,0,25,25,Home,55.0,0
54,69038,608,Employed,18058,36,Master,2,130,0.4426100488206317,0.2092526169191269,0,1,28,16,Auto,44.8,1
23,47554,452,Employed,23743,72,High School,3,770,0.3803401860861564,0.0634417676385771,0,0,27,21,Auto,51.0,0
36,27904,602,Unemployed,29700,12,Associate,2,301,0.1557915753933311,0.0770852229878687,0,0,29,17,Debt Consolidation,51.0,0
41,43533,597,Employed,15676,36,Master,1,319,0.6433470815786816,0.5012295678862955,0,0,27,6,Auto,63.0,0
18,23934,550,Employed,15248,24,Doctorate,0,374,0.0511595633595012,0.3132906902040817,0,0,28,6,Home,57.0,0
29,56600,538,Employed,32665,48,Associate,1,361,0.4270018125806142,0.0342867928493512,0,0,20,15,Auto,51.0,0
31,70798,574,Employed,12108,96,High School,3,581,0.5843272706080839,0.2880338465476085,0,0,25,22,Home,51.0,0
30,17425,522,Employed,6413,36,Bachelor,2,366,0.1646008655576066,0.3918990713509935,0,0,23,22,Home,44.0,1
42,69669,643,Employed,70241,12,Master,0,320,0.4340350308185436,0.1051478838581535,0,0,32,17,Debt Consolidation,46.0,0
38,36253,586,Employed,21068,96,Bachelor,2,463,0.2705105134053702,0.2777062155388831,0,0,27,21,Debt Consolidation,51.0,0
33,129003,533,Employed,20434,72,Bachelor,0,191,0.4658125339125453,0.4416275267927294,0,1,18,26,Debt Consolidation,48.8,1
45,59734,599,Employed,47715,60,Associate,1,170,0.3942723040222882,0.7528297615411317,0,0,25,13,Home,58.0,0
60,51041,634,Employed,21903,12,Bachelor,2,615,0.2680573706095708,0.1988411046498504,0,1,23,15,Education,53.0,0
59,56047,584,Employed,22224,72,Master,0,643,0.2912574736095964,0.3908632100778522,0,0,26,29,Home,50.0,0
18,92870,589,Employed,16649,24,Associate,4,305,0.2807819872385244,0.2481292926853477,0,0,18,20,Debt Consolidation,40.8,1
46,48275,469,Employed,12445,48,High School,1,358,0.1003794468485474,0.3284917855898643,0,0,28,4,Home,55.0,0
37,15146,522,Employed,22691,12,Associate,2,248,0.3263509741697021,0.1598442070465136,0,0,27,9,Debt Consolidation,53.0,0
41,107212,585,Employed,11593,96,Associate,1,283,0.3425400139521301,0.661203548135486,0,0,21,14,Home,45.6,1
35,74879,594,Employed,24658,24,Associate,0,526,0.4390050778402702,0.4834344516955919,0,0,25,27,Auto,57.0,0
41,29575,588,Self-Employed,17462,36,High School,3,278,0.3635339332263861,0.3475519572231418,0,0,23,5,Home,57.0,0
41,73227,589,Self-Employed,75266,48,Associate,0,703,0.4087398215063967,0.1085592679005017,0,0,21,2,Debt Consolidation,58.0,0
33,36314,639,Employed,13082,36,Master,1,265,0.1208806702126405,0.1054043236489163,0,0,21,3,Debt Consolidation,38.400000000000006,1
29,25403,575,Employed,16295,48,Associate,2,491,0.137347212216757,0.1620988631470423,0,0,21,19,Auto,49.0,0
34,58744,560,Employed,25627,108,Doctorate,1,217,0.4996720381070205,0.1848190515770857,0,0,26,8,Auto,48.0,0
42,74540,592,Employed,31811,36,Bachelor,1,492,0.1707952743609138,0.2845075497602727,0,0,27,29,Debt Consolidation,39.2,1
47,81307,534,Unemployed,38649,48,Associate,1,272,0.3172623276238803,0.4782658611489097,0,0,30,18,Auto,58.0,0
50,78179,624,Unemployed,10927,36,High School,1,675,0.0440226204627698,0.316428856477167,0,0,23,2,Education,57.0,0
34,59712,596,Employed,6500,96,Bachelor,0,371,0.1050313664980617,0.2313003250084682,0,0,22,17,Home,47.0,0
43,112149,466,Employed,34634,96,Associate,0,440,0.4541134631076794,0.6786950257799171,0,0,23,9,Home,59.0,0
51,170964,642,Employed,30676,60,Master,0,162,0.3235328902273904,0.3753195896886103,0,0,18,7,Auto,40.0,1
53,55564,615,Employed,29320,72,High School,5,359,0.2404303583273643,0.1438436475058457,0,1,16,27,Debt Consolidation,51.0,0
39,31692,561,Employed,28564,36,High School,0,378,0.0773857853229073,0.5090991092146575,0,0,13,8,Auto,55.0,0
37,34546,581,Employed,41576,36,High School,2,213,0.4394094413996339,0.4586957754250268,0,0,29,12,Auto,54.0,0
42,18549,626,Employed,46037,48,Bachelor,1,640,0.2467064482915784,0.1455041623048293,0,0,32,24,Education,47.0,0
26,47060,580,Self-Employed,31673,36,Master,0,670,0.4966863099108347,0.229430983094633,0,0,23,1,Home,59.0,0
37,34726,610,Employed,45771,36,High School,2,238,0.3222234202421164,0.1720476542203045,0,0,25,21,Education,48.0,0
48,40359,598,Employed,32719,36,Bachelor,2,401,0.5079162609381858,0.401942042485253,0,0,26,11,Home,52.0,0
47,44094,565,Employed,34654,72,High School,0,359,0.2818834022657334,0.1285661827523449,0,0,29,2,Debt Consolidation,55.0,0
36,15000,552,Employed,57665,60,Bachelor,1,461,0.4060986027913369,0.2312868053105741,0,1,20,13,Debt Consolidation,61.0,0
42,37068,607,Employed,29567,24,High School,2,271,0.1082655638289611,0.0939914374241034,0,0,29,11,Other,41.0,0
30,56686,618,Employed,21691,48,Bachelor,2,790,0.2570961174805847,0.0731030318828294,0,1,28,20,Auto,51.0,0
48,24562,632,Employed,28490,60,Bachelor,3,647,0.1405386264849363,0.2801109822632568,0,1,17,27,Auto,56.0,0
39,104944,611,Employed,36827,36,High School,2,249,0.5537464583385882,0.4391620095620988,0,0,26,3,Debt Consolidation,56.0,0
36,60444,515,Employed,35412,96,Bachelor,2,171,0.2826238660126121,0.3418078841548697,0,0,31,2,Home,58.0,0
35,110178,523,Self-Employed,33676,120,Bachelor,1,651,0.2056421110964395,0.0988283336455422,0,0,24,6,Debt Consolidation,43.2,1
39,61557,596,Self-Employed,22846,96,Bachelor,0,441,0.1717038070140508,0.5715761573482752,0,0,26,23,Home,60.0,0
34,50811,445,Employed,10212,36,Bachelor,2,301,0.3485526774346549,0.258856333958764,0,0,17,20,Auto,52.0,0
47,142655,614,Employed,9002,48,Bachelor,4,373,0.1850129290464629,0.3045156617773422,0,0,26,7,Debt Consolidation,39.2,1
35,92358,469,Employed,13970,60,Bachelor,3,1272,0.4050860571652112,0.6427892194614708,0,0,22,22,Auto,43.2,1
59,197285,557,Employed,12834,60,Master,1,130,0.2614191842991502,0.060151081991135,0,0,19,7,Auto,37.6,1
57,60885,586,Employed,29505,48,Master,0,834,0.0720917211510448,0.1980840109809752,0,0,27,7,Debt Consolidation,50.0,0
29,32534,546,Employed,25596,60,Bachelor,0,187,0.1436769863403864,0.6900016157560408,0,0,32,9,Auto,55.0,0
40,25593,530,Self-Employed,33071,24,Master,0,460,0.5679018718753253,0.2884387622718661,0,0,23,5,Debt Consolidation,56.0,0
32,26437,548,Self-Employed,72005,60,Master,0,577,0.2369454008045451,0.4057749393685592,0,0,27,29,Other,61.0,0
36,66515,512,Employed,17946,36,High School,0,368,0.7173975961329645,0.6383242771949414,0,1,25,21,Home,66.0,0
64,300000,605,Employed,9487,96,Doctorate,0,436,0.1784759017417174,0.3522406011362086,0,0,26,25,Education,38.400000000000006,1
36,105831,517,Employed,28973,84,High School,2,242,0.3196197828323363,0.1717007737284049,0,0,23,3,Auto,52.0,0
44,33861,604,Unemployed,13879,72,High School,0,268,0.2078796861286978,0.1324781897438054,0,0,16,24,Home,49.0,0
46,110695,618,Employed,33620,96,Doctorate,0,430,0.3872527103108153,0.2617471683958581,0,0,36,3,Home,47.0,0
27,21790,574,Employed,14256,60,High School,0,335,0.1840058305211789,0.1559319898855597,0,1,30,3,Auto,58.0,0
29,35073,605,Employed,7547,24,Bachelor,1,380,0.3218807588642884,0.1935675352234762,0,0,21,29,Education,48.0,0
25,32217,594,Employed,43698,120,Doctorate,0,223,0.1982295675314643,0.2577380651403639,0,0,23,21,Auto,52.0,0
29,21784,601,Employed,15737,48,High School,0,432,0.1817131116437066,0.3730065965097828,0,0,30,11,Auto,52.0,0
18,49428,532,Employed,103000,36,High School,1,336,0.1835462285710184,0.2711629506897515,0,1,29,13,Auto,54.0,0
46,115041,615,Employed,17174,36,Bachelor,0,297,0.2275058718885438,0.1766540701008952,0,0,13,22,Debt Consolidation,36.8,1
64,110498,599,Employed,36111,60,Bachelor,1,174,0.2428610579923575,0.2184706949064838,0,0,19,15,Debt Consolidation,39.2,1
41,168398,576,Employed,37141,120,Master,0,166,0.171259251346294,0.28280936185801,0,0,22,25,Auto,39.2,1
23,71417,529,Employed,17889,60,Master,1,399,0.3888326328926085,0.3451166036587524,0,0,23,10,Other,52.0,0
32,40915,565,Employed,20273,60,High School,1,695,0.3132986521025239,0.2431591169068531,0,0,18,18,Auto,53.0,0
34,28316,472,Unemployed,25271,48,Associate,2,565,0.0961573087316658,0.0458264277876034,0,1,24,10,Debt Consolidation,60.0,0
27,62127,615,Unemployed,92888,24,Bachelor,2,903,0.2465586262202645,0.4868219084609305,0,0,18,19,Other,54.0,0
50,16911,604,Employed,10609,48,Bachelor,1,287,0.3330848332021731,0.222008626597496,0,1,19,14,Home,55.0,0
49,35124,622,Employed,22261,48,Associate,2,1058,0.2640222220693022,0.2187809321941637,0,0,25,2,Auto,52.0,0
26,25441,572,Unemployed,28187,48,Associate,1,362,0.2446452933758919,0.3776629806003063,0,1,29,14,Debt Consolidation,65.0,0
48,118598,652,Employed,23509,48,Associate,0,240,0.3655909249290124,0.1711147469145314,0,0,19,6,Home,32.800000000000004,1
58,25719,603,Employed,52962,48,Master,2,264,0.0921385108627428,0.0708796000085827,0,0,23,4,Home,51.0,0
62,110502,623,Employed,20536,72,Master,0,472,0.243059051546979,0.2170857428189181,0,1,26,17,Education,43.2,1
74,75444,536,Employed,24935,48,High School,2,199,0.3073894793414468,0.1957882865315287,0,0,26,29,Home,40.0,1
29,53638,610,Employed,12688,72,Associate,0,239,0.0393460066112925,0.3022546054136415,0,0,23,3,Home,53.0,0
73,45710,618,Unemployed,17844,84,Associate,1,613,0.3335425850214056,0.4236987571413402,0,0,18,13,Debt Consolidation,55.0,0
35,23049,545,Employed,30376,60,Doctorate,1,894,0.2059835395534176,0.1135205582298684,1,0,29,20,Home,64.0,0
32,63742,478,Unemployed,27785,108,Master,0,278,0.647405302952387,0.4718296603794335,0,0,29,5,Home,63.0,0
43,85835,571,Employed,22994,36,Bachelor,2,207,0.2563774422800939,0.4380235090393403,0,0,22,18,Home,39.2,1
33,53275,524,Employed,38149,60,High School,1,348,0.2567754420577298,0.1400275429779807,0,0,34,26,Education,46.0,0
44,34735,508,Self-Employed,20445,36,High School,3,484,0.610272473463907,0.6912755247448554,0,0,18,20,Other,60.0,0
24,18938,549,Self-Employed,27948,48,Associate,3,408,0.6562061602972754,0.335827163461378,0,0,18,20,Debt Consolidation,59.0,0
37,44730,607,Unemployed,23497,72,Doctorate,0,268,0.2387907494118472,0.2189960561836861,0,0,23,11,Other,53.0,0
55,65948,628,Employed,9007,60,High School,1,404,0.1838125187251204,0.4778606285381925,0,0,19,11,Auto,41.6,1
39,33534,581,Self-Employed,17628,60,Bachelor,3,220,0.5534076779456006,0.1412829475185077,0,0,23,16,Other,55.0,0
41,22559,488,Employed,19312,48,High School,0,649,0.6733561283180444,0.1805862422562842,0,0,22,21,Education,54.0,0
45,22812,530,Employed,30761,24,Bachelor,0,460,0.2162671282530741,0.3027364821917163,0,0,22,25,Education,52.0,0
54,59792,609,Employed,21133,60,Bachelor,3,381,0.3902756545238083,0.3529489712302497,0,0,23,26,Education,51.0,0
20,52166,580,Self-Employed,13108,36,Bachelor,1,221,0.1912909030270182,0.3599151981797321,0,0,20,10,Auto,52.0,0
47,114757,637,Employed,36175,72,Bachelor,2,100,0.1040692764747923,0.1588770701068219,0,0,23,11,Debt Consolidation,31.200000000000003,1
36,15000,618,Employed,17867,36,Master,1,806,0.0270389944503673,0.4130927583588342,0,0,19,9,Debt Consolidation,55.0,0
41,93221,533,Employed,51075,96,Associate,0,254,0.0983200031557959,0.1690729375291884,0,0,30,7,Other,36.0,1
52,105730,606,Employed,31236,48,Associate,1,836,0.099324428784749,0.287069831512453,0,0,19,16,Education,37.6,1
25,92865,623,Employed,37147,48,Master,0,475,0.2760846640643148,0.2002633089390232,0,0,16,2,Home,50.0,0
27,38063,572,Employed,19684,60,High School,4,230,0.4920722239295441,0.2212895790226785,1,0,30,10,Auto,66.0,0
18,47993,524,Employed,26755,120,Bachelor,2,489,0.042033956815538,0.3446835149607963,0,0,30,17,Other,54.0,0
33,59505,503,Employed,36350,48,Master,0,500,0.1158695111915679,0.2048396000709205,0,0,18,11,Education,51.0,0
55,30387,581,Self-Employed,38407,72,Master,2,281,0.5371203442928643,0.2610585122548741,0,0,30,25,Auto,53.0,0
