Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose
51,30414,569,Employed,35890,84,Bachelor,2,494,0.0412285445223157,0.5909487684896086,0,1,26,22,Auto
29,108556,556,Employed,22856,48,Bachelor,2,483,0.6358388566218849,0.2461080259365407,0,0,29,1,Home
43,44353,624,Employed,16578,48,Master,2,613,0.3294223519481221,0.149692071022408,0,0,26,19,Home
36,44364,439,Employed,5538,36,High School,1,313,0.3314445993974999,0.3018415197190495,0,0,26,12,Other
43,69424,672,Employed,16802,48,Doctorate,3,437,0.5149317121617423,0.2923451000721447,0,0,31,20,Auto
41,24079,495,Employed,28569,108,High School,2,419,0.2981579753779397,0.1566954500421702,0,0,23,2,Auto
56,101995,594,Employed,16500,36,Bachelor,1,1005,0.1404680551112459,0.1728554855484226,0,0,20,11,Debt Consolidation
27,30165,515,Employed,13988,36,Bachelor,1,164,0.1297109744242346,0.2099738280326259,0,0,29,29,Other
38,55713,547,Employed,30779,48,Associate,2,360,0.2753185268440614,0.3764695410529329,0,0,22,29,Debt Consolidation
41,38373,605,Employed,8377,60,High School,4,430,0.35684799783153,0.2322428942751652,0,0,25,10,Other
39,19507,573,Employed,25109,60,Bachelor,2,556,0.2820406883892898,0.0967776966283473,1,0,19,12,Auto
24,60328,566,Employed,16868,60,Bachelor,1,788,0.3509594755162752,0.0842482745853094,0,0,26,4,Debt Consolidation
41,25751,618,Employed,25165,72,Associate,1,393,0.1387895262977574,0.1714377826569855,0,1,31,12,Debt Consolidation
18,43974,532,Employed,48994,60,Master,4,373,0.2260489044842379,0.0968421979593699,0,1,26,17,Other
23,39066,533,Unemployed,10829,108,High School,0,480,0.3042089028345737,0.259992499707818,0,0,19,6,Home
38,21415,636,Employed,18861,72,Associate,0,460,0.6454981012317869,0.2385798079786978,0,0,25,5,Debt Consolidation
51,36378,625,Employed,45896,48,Master,3,356,0.1661261881187067,0.1242065271511154,0,0,27,27,Other
42,69605,583,Employed,16977,108,Bachelor,1,993,0.2345061137073285,0.1112374913012572,0,0,15,24,Debt Consolidation
55,46072,514,Employed,39151,72,Bachelor,0,320,0.3019207668652912,0.4511541809613769,0,0,15,23,Home
48,39710,511,Employed,63737,12,High School,3,306,0.5693469465668201,0.3039530534377527,1,0,25,22,Home
46,29240,554,Employed,25013,24,High School,2,489,0.4058606454663528,0.0519344214375719,0,0,24,28,Auto
37,76957,575,Employed,14177,60,Doctorate,1,600,0.1072555278302549,0.2315841346241774,0,0,24,3,Debt Consolidation
28,38973,627,Employed,21643,60,Bachelor,3,518,0.1426905697427122,0.1051852622764384,0,0,18,24,Debt Consolidation
44,36083,599,Employed,16001,84,Doctorate,1,456,0.1162729248265686,0.1991451023726906,0,0,14,18,Auto
40,21124,648,Self-Employed,32398,48,Doctorate,0,263,0.1672213307866402,0.2567947527177624,0,0,22,24,Home
38,23927,594,Employed,15592,24,Associate,0,730,0.2959534998095459,0.504000467874288,0,0,23,4,Auto
43,39322,638,Employed,22798,36,Bachelor,3,457,0.0833020665005168,0.3166176680893988,0,0,18,8,Education
42,15000,524,Employed,10635,60,High School,1,369,0.3572161031086683,0.5149636242495179,0,0,28,5,Home
50,159296,629,Employed,20151,48,Associate,2,781,0.0494782682090899,0.2141743437508843,0,0,21,27,Auto
58,132652,583,Self-Employed,32055,72,Bachelor,4,288,0.588192800804038,0.4665451908923521,0,0,19,14,Debt Consolidation
45,34919,605,Self-Employed,21901,72,Associate,1,2919,0.4285016245200532,0.4966462251435778,0,0,14,8,Other
40,52743,562,Employed,20035,60,Bachelor,3,609,0.2832328058867102,0.1745443707164455,0,0,37,22,Home
40,58222,560,Employed,19683,48,Bachelor,2,472,0.2044994991991451,0.612967079692433,0,0,19,7,Debt Consolidation
38,59602,549,Employed,34801,60,Bachelor,3,328,0.2242820576208482,0.4964095702918336,0,0,19,29,Debt Consolidation
28,50928,539,Employed,12783,36,Associate,4,612,0.1676080322861819,0.3122284597523057,0,0,30,12,Education
55,170725,491,Employed,33907,84,Bachelor,2,198,0.2752266546488097,0.1569962614090015,0,0,37,29,Debt Consolidation
25,15000,597,Employed,25124,108,Associate,0,308,0.3655294645622896,0.1569940979261382,0,1,21,13,Education
49,19492,633,Employed,12175,36,Bachelor,1,578,0.0305326428618178,0.2230523178250772,0,0,29,18,Auto
28,56274,491,Employed,20655,72,Master,2,264,0.4870886584184734,0.2388605353485944,0,0,28,4,Auto
42,79733,629,Employed,33721,48,Bachelor,0,348,0.0464981606065756,0.2654287868109392,0,1,31,4,Home
21,51483,569,Employed,10715,36,Master,3,257,0.6366357147523474,0.1662925686721697,0,0,19,1,Debt Consolidation
45,52487,556,Employed,32967,108,Associate,4,301,0.6713056719528803,0.3262450724615671,0,0,15,6,Home
57,30980,619,Employed,12625,48,Master,2,530,0.3047360035528205,0.2210862445744367,0,0,28,20,Debt Consolidation
51,39928,507,Employed,18559,36,High School,0,337,0.2943711972652826,0.348232062298532,0,0,25,19,Home
51,35846,606,Employed,21151,24,Doctorate,4,210,0.342694586192217,0.2768385498223904,0,0,23,8,Auto
39,107034,580,Employed,18894,36,Associate,2,225,0.2921631034343415,0.1773954524270908,0,0,31,18,Education
31,65199,550,Self-Employed,17642,24,High School,5,311,0.0588384218165915,0.2714168754739998,0,0,29,18,Auto
36,22126,582,Employed,13127,36,Doctorate,2,226,0.1344595311023775,0.657040396680156,0,0,13,4,Debt Consolidation
41,20135,586,Employed,17013,48,Associate,0,319,0.1701553424564737,0.221227338117816,0,0,23,19,Debt Consolidation
31,24451,609,Employed,7761,120,High School,0,623,0.4133429547790529,0.2412684932369613,0,0,26,29,Other
34,53104,590,Employed,14419,48,Bachelor,2,152,0.2677409475821818,0.3225249549136807,0,0,25,21,Education
26,15163,591,Employed,44364,24,High School,3,321,0.2503689964155182,0.0566146826232882,0,0,30,18,Home
35,116980,590,Employed,69159,36,Associate,0,415,0.4366491853524685,0.5921542453362583,0,0,25,12,Auto
35,72356,554,Employed,22175,36,Associate,0,622,0.1402472871015889,0.1925826523965556,0,0,25,5,Debt Consolidation
18,43728,606,Employed,31825,60,Bachelor,4,225,0.1805545182390375,0.2596176896608366,0,0,11,26,Debt Consolidation
36,43624,567,Unemployed,22219,36,High School,0,977,0.3544056340286935,0.4362712854380927,0,0,22,12,Auto
39,53023,471,Unemployed,34505,48,Bachelor,0,595,0.2429144131217905,0.684704790231627,0,0,20,19,Auto
48,85604,631,Employed,25571,24,Bachelor,1,584,0.1216704344457515,0.1741637451057202,0,0,24,16,Other
34,60433,555,Employed,11299,60,High School,3,411,0.4853178250449762,0.300443013205868,0,0,31,22,Home
21,32648,486,Employed,16136,96,Associate,1,311,0.3694746377395413,0.4173341183037215,0,0,30,26,Debt Consolidation
58,40835,619,Employed,17745,36,High School,3,391,0.1958940017044521,0.3548263222830869,0,0,27,5,Home
43,41787,517,Employed,26361,60,Bachelor,3,355,0.5266574111518171,0.3055372097370727,0,0,23,17,Other
44,46225,563,Self-Employed,15715,60,Master,1,476,0.4281278964588763,0.187680967139129,0,0,24,16,Home
33,39573,575,Employed,16519,24,High School,0,305,0.6229684900151784,0.0617446417684934,0,0,22,27,Education
43,59608,618,Employed,9708,48,Bachelor,1,225,0.2816407261468606,0.3974739935448079,0,0,32,20,Home
58,51250,564,Employed,12741,48,High School,0,337,0.3673803425383352,0.1274727031804663,0,0,21,18,Other
33,31981,566,Employed,13103,48,Associate,0,897,0.1046568298845328,0.3520428110190641,0,0,24,18,Auto
41,31270,605,Employed,14720,36,High School,1,492,0.4035184281377424,0.1449105548154019,0,0,19,7,Auto
55,28898,591,Employed,12386,36,High School,1,793,0.67840476073651,0.2690446650828308,0,0,24,29,Home
47,41472,557,Unemployed,17105,60,Bachelor,3,266,0.1711305951523627,0.5016516463466845,0,0,22,19,Home
26,29346,491,Employed,12909,60,High School,0,304,0.0569901685132077,0.4065968507378545,0,0,21,20,Home
29,101896,498,Employed,33595,36,High School,2,302,0.5510052921978938,0.1455863052646428,0,0,20,25,Home
38,31705,536,Employed,35884,72,Associate,1,1230,0.1992911182571155,0.1527560793627347,0,0,27,7,Home
29,46435,475,Employed,23735,72,High School,5,322,0.3136173613638692,0.0936829696681222,0,1,18,13,Auto
28,43450,538,Employed,15197,72,Bachelor,2,299,0.0345702901267804,0.4097377813116951,0,0,19,9,Debt Consolidation
30,30982,548,Employed,30310,108,High School,0,395,0.1706214798289469,0.2936758869144388,0,0,16,11,Home
42,92722,526,Employed,18689,72,Associate,0,366,0.2423213455366777,0.6958985423623638,0,0,23,19,Auto
33,23629,637,Unemployed,14354,72,Master,0,769,0.4258633969923673,0.2429007021233516,1,0,20,10,Auto
26,95560,568,Employed,16166,48,Master,4,282,0.1397892598137543,0.4466034619881097,0,1,27,11,Other
43,61674,608,Employed,13044,36,High School,1,352,0.2104511110594263,0.4793877987259221,0,0,25,3,Home
41,81144,587,Employed,24331,36,Master,2,587,0.127096863718595,0.2567937485815555,0,0,24,15,Auto
65,102889,565,Employed,21977,96,High School,3,154,0.2002818285092954,0.2564465919111918,0,0,18,3,Auto
48,26454,552,Employed,19335,36,High School,4,619,0.2735740809341102,0.1687871997009113,0,0,19,10,Education
34,18081,496,Employed,22143,48,High School,0,212,0.2670490530799306,0.1053784043594278,0,0,14,23,Home
37,46550,510,Employed,23944,60,High School,0,486,0.3327874009169789,0.5683628363693912,0,0,30,24,Debt Consolidation
24,67097,469,Employed,24425,60,Bachelor,1,449,0.5453967503678161,0.5884526925837479,0,0,20,17,Home
27,48493,499,Employed,20415,48,Master,3,458,0.1919603119620561,0.3468052184181868,0,0,26,8,Home
22,40340,585,Unemployed,22566,24,Associate,4,567,0.2049209544901425,0.1794915721513946,0,0,29,11,Other
31,47443,550,Employed,27033,72,High School,0,239,0.3551770043376592,0.3814268260818411,0,0,32,9,Debt Consolidation
39,38395,549,Employed,14193,48,Master,4,1666,0.3466623974673717,0.2531985910846008,0,0,25,23,Debt Consolidation
52,24247,663,Employed,15083,60,Doctorate,2,399,0.4115686968255371,0.2282914217459555,0,0,26,17,Education
44,48783,589,Self-Employed,11515,120,Master,0,305,0.0790822582076612,0.4402484629155424,0,0,18,1,Other
36,29126,553,Employed,14708,72,High School,1,485,0.1712437484639592,0.1102010714065049,0,0,29,28,Auto
21,43402,548,Employed,55743,48,High School,0,392,0.043442218074424,0.2488471312735082,0,0,17,14,Other
28,53839,589,Employed,64185,48,Bachelor,5,150,0.323959275573808,0.1898117486828986,0,0,30,7,Home
39,32878,635,Employed,24260,36,Bachelor,1,329,0.4209492874773804,0.4435216788235417,0,0,20,6,Home
49,43227,535,Employed,11544,48,High School,0,200,0.0928158457082613,0.5008215998661423,0,0,26,18,Auto
37,64284,508,Employed,10436,60,High School,2,300,0.1718110607702173,0.3051812057943815,0,0,20,21,Debt Consolidation
50,82814,656,Employed,35871,72,Doctorate,1,173,0.5135374721318506,0.3884314189904135,0,0,27,29,Home
37,15796,559,Employed,23414,36,Bachelor,0,255,0.076307773896959,0.2219379163127264,1,0,16,23,Debt Consolidation
38,43720,487,Employed,50182,24,Associate,4,300,0.2557957308105721,0.2220435502340059,0,0,23,29,Auto
28,39858,543,Employed,30790,24,Bachelor,4,374,0.1224563418919867,0.0624968129996518,0,0,12,15,Auto
52,62529,577,Employed,37905,24,Bachelor,2,405,0.117962951484198,0.2868242140061742,0,0,22,27,Education
44,31795,657,Employed,23809,72,Master,1,690,0.4270981729324004,0.2818199728777572,0,0,24,24,Debt Consolidation
28,71752,551,Employed,21539,72,Bachelor,2,526,0.1632920213050763,0.1303412017674828,1,1,19,21,Home
37,17107,524,Employed,31232,60,High School,1,229,0.2549634019096455,0.215713287836125,0,0,23,5,Home
53,97283,570,Employed,30390,60,Bachelor,4,701,0.0586259237533576,0.3126232302052887,0,0,20,20,Other
35,41048,537,Employed,27682,24,Bachelor,3,368,0.3743847208707431,0.2593615568214465,0,1,27,11,Debt Consolidation
29,60985,507,Employed,40294,36,Bachelor,2,533,0.2898661705964497,0.0975347096487284,0,0,21,20,Home
44,43752,595,Employed,13313,48,Bachelor,0,457,0.2649069511916795,0.420697299965582,0,0,29,6,Home
22,58484,568,Employed,24864,24,High School,3,352,0.3269233691543526,0.5975541301004098,0,0,21,1,Other
36,23695,622,Employed,15380,48,Associate,2,475,0.045360146704566,0.3227635181950629,0,0,29,29,Other
54,85763,623,Employed,20095,48,Bachelor,0,589,0.7449198240172112,0.1833053465330649,0,0,19,25,Home
39,39860,453,Employed,29929,36,High School,1,741,0.3121457662508199,0.2523535142502302,1,0,28,21,Education
21,61122,576,Employed,15699,60,Associate,3,159,0.4458608379759954,0.3037832600722137,0,0,23,11,Auto
36,35182,566,Employed,10856,60,Associate,0,312,0.1271969947135798,0.1519518695001523,0,0,21,11,Education
35,44504,584,Employed,19567,72,Master,1,1352,0.6037566277291609,0.1690682154128189,0,0,28,21,Education
26,52645,547,Employed,34765,36,Bachelor,0,632,0.307483216736882,0.2735893755906308,0,0,16,21,Home
50,177708,591,Employed,22459,48,Associate,1,867,0.6447401881511307,0.0831815099590516,0,0,21,6,Auto
43,33601,633,Employed,21981,48,Master,2,430,0.2951147064959244,0.3046988183062149,0,0,33,17,Home
37,37887,540,Employed,52949,24,Doctorate,4,290,0.1759826984633176,0.3065625330927686,0,0,34,1,Education
46,53362,550,Employed,39882,36,Master,2,534,0.2989961818473486,0.2048791171162554,0,0,27,28,Education
38,25916,602,Employed,40338,24,Bachelor,2,415,0.2479925087979801,0.4214324787439003,0,0,18,22,Debt Consolidation
51,58526,620,Self-Employed,12718,60,Bachelor,1,323,0.1862785450955449,0.2977277242052292,0,0,27,16,Auto
31,18213,593,Employed,17370,96,Associate,1,480,0.2018801289728014,0.4590886355354893,0,0,33,28,Home
53,67408,563,Employed,18511,120,High School,1,391,0.4517299562584827,0.232643893515422,0,0,32,1,Home
49,50438,614,Self-Employed,23454,84,High School,1,669,0.0966354451680403,0.3035112270336858,0,0,35,18,Auto
33,126506,549,Employed,29506,48,Bachelor,0,257,0.3981057386393596,0.4482286371125746,0,0,25,27,Debt Consolidation
36,23536,596,Employed,13284,72,Bachelor,1,265,0.320848027768956,0.4167262872394857,0,0,19,20,Home
57,59390,525,Employed,35021,84,Associate,0,599,0.5233564890493267,0.3606385050962717,0,0,25,11,Debt Consolidation
46,60297,549,Employed,18775,120,Bachelor,3,387,0.5862500150868245,0.3015411793167288,0,0,24,25,Debt Consolidation
46,62033,507,Employed,20320,48,Associate,0,499,0.1768786658515788,0.3336248662190492,0,0,16,18,Education
50,28515,530,Employed,5894,48,Master,4,200,0.7031349661544647,0.3246105391048333,0,0,17,22,Home
38,40002,551,Employed,23494,48,Bachelor,1,488,0.3836397501506454,0.2265160981482084,0,1,26,12,Debt Consolidation
36,32240,561,Employed,34558,84,Bachelor,2,330,0.3656421208043903,0.6417906849461852,0,0,20,29,Debt Consolidation
47,26214,613,Unemployed,27538,36,Associate,1,458,0.0108070820258287,0.0729794209093071,0,0,27,28,Home
39,22216,459,Employed,42613,24,Associate,0,484,0.2093135382608437,0.3102717006453808,0,0,24,28,Education
30,86789,557,Employed,53695,48,Master,0,381,0.2810519967845609,0.1712868133773772,0,0,24,7,Home
45,92394,550,Employed,25123,72,Bachelor,1,477,0.1876701314581658,0.1966369484850734,0,0,22,24,Other
35,59820,465,Self-Employed,22924,48,High School,0,336,0.5516877900712349,0.4471012594832346,0,0,25,24,Debt Consolidation
63,29900,616,Employed,42610,72,Associate,0,738,0.0806727608552515,0.5139846048751907,0,0,18,2,Debt Consolidation
37,44076,502,Employed,19801,72,Bachelor,0,501,0.4409889791242864,0.5267441926407653,0,0,24,17,Home
27,33603,528,Employed,38018,84,Bachelor,0,480,0.1219711605212118,0.0883871285629217,1,0,29,24,Education
35,15000,382,Employed,55418,60,High School,2,285,0.4296413508409056,0.537907521656024,0,0,23,13,Other
37,72675,596,Employed,13746,48,High School,3,329,0.1384587016946553,0.2030867294103774,0,0,20,21,Home
31,67537,501,Employed,17893,24,High School,1,162,0.5545369434209816,0.5897094121040726,0,0,31,18,Debt Consolidation
60,91930,635,Employed,26049,24,Doctorate,3,344,0.387399050652967,0.3242577841072102,0,1,16,16,Other
57,107899,596,Employed,14513,24,Doctorate,1,440,0.2500082450372023,0.2104872331533851,0,0,27,21,Home
55,89135,572,Self-Employed,18373,36,High School,0,338,0.1424583843010524,0.2816563449259592,0,0,21,28,Debt Consolidation
18,32312,570,Employed,17624,12,Bachelor,4,319,0.4112655301422891,0.1824839598188923,0,0,24,26,Debt Consolidation
56,84567,507,Employed,39411,84,Bachelor,0,95,0.2227602844768023,0.2093080661488222,0,0,25,3,Home
18,31423,554,Employed,19151,48,High School,1,347,0.2490855434447139,0.1845760461030015,0,0,25,8,Auto
29,71330,600,Employed,26690,12,Bachelor,0,194,0.5399293578564496,0.2771375829489307,0,0,27,22,Auto
64,40693,582,Self-Employed,24292,72,Bachelor,4,505,0.2513291681582005,0.1501384879740251,0,0,27,12,Education
61,15000,612,Employed,19509,60,Associate,0,689,0.4745294773290069,0.2865566301909943,0,0,31,4,Debt Consolidation
40,44490,534,Employed,40187,24,Bachelor,0,409,0.3534793309287306,0.5204535231576431,0,1,23,3,Other
53,44932,525,Employed,28847,120,Associate,0,622,0.3356969035194097,0.1150022827194719,0,1,23,14,Auto
43,31414,606,Employed,9310,72,Associate,1,563,0.1910210836414624,0.0755598703573893,0,0,19,29,Other
24,31776,528,Employed,23272,36,Bachelor,2,474,0.2674174286874458,0.1722530794508702,0,0,20,24,Debt Consolidation
43,56788,512,Employed,25920,36,Associate,2,321,0.3752385088075925,0.075498478564114,0,0,21,17,Other
37,128749,565,Employed,6780,48,High School,3,410,0.238923220820565,0.0472554275668729,0,0,18,8,Home
29,35895,602,Employed,11304,48,High School,1,303,0.2211847143468487,0.0965877444388031,0,0,24,28,Auto
58,46693,650,Employed,30185,84,High School,3,288,0.3170289655214109,0.0549110339363225,1,0,16,28,Auto
43,32678,595,Employed,23828,24,Doctorate,0,729,0.2106746374569538,0.074106714303099,0,0,29,28,Debt Consolidation
48,30365,598,Employed,22370,60,Bachelor,1,1418,0.1754416939695303,0.2901449518454962,0,0,20,14,Education
41,39661,581,Employed,6380,60,Master,0,326,0.5291733850833462,0.5631255305550645,0,0,22,5,Home
27,21661,534,Employed,11928,48,Associate,2,746,0.3074413152543851,0.2319787144761682,0,0,39,7,Debt Consolidation
36,64554,625,Employed,45822,48,Bachelor,0,487,0.5803873833403869,0.4321865161622275,0,0,22,10,Auto
20,38477,613,Employed,27492,12,Master,1,353,0.2936289610508527,0.267869538685001,0,0,14,26,Auto
66,61532,640,Unemployed,9369,48,Bachelor,2,178,0.2614286458880328,0.07472373583983,0,0,16,6,Home
21,60759,578,Employed,7534,48,High School,3,133,0.4066476069402282,0.3615301253326375,0,0,32,24,Home
35,55684,568,Employed,32338,60,Associate,2,302,0.4660436286739516,0.0330886992551423,0,0,25,27,Home
47,273916,628,Employed,12221,72,Bachelor,2,487,0.0980328258166569,0.1163630169200772,0,0,26,5,Home
59,36987,644,Employed,23653,60,Bachelor,4,237,0.1785409335906514,0.03430046116961,0,0,28,10,Education
18,44391,620,Employed,19908,36,Master,1,1015,0.0741107419282386,0.2190234022538228,0,0,15,7,Auto
64,34543,609,Employed,13708,96,High School,4,188,0.4364105617001033,0.2966040382727823,1,0,27,25,Home
67,33049,627,Employed,22851,36,High School,2,905,0.3981312307277843,0.1882180682844661,0,0,24,6,Debt Consolidation
39,27914,576,Employed,35809,48,Master,2,483,0.1667885668467759,0.1599336082285911,0,0,28,17,Home
44,69816,463,Employed,19737,24,Master,2,586,0.1812645423027181,0.2593166841663738,0,0,17,15,Debt Consolidation
63,170399,664,Employed,24628,60,Associate,2,506,0.3179189775296024,0.3893822763181571,0,0,33,19,Education
62,62265,583,Unemployed,8737,72,Associate,5,290,0.0729689847789712,0.1595865875198762,0,0,32,18,Debt Consolidation
34,185357,593,Employed,8649,36,Bachelor,0,474,0.6794601448950467,0.1274455822688351,0,0,30,4,Home
28,51340,603,Employed,20958,60,Bachelor,5,360,0.1671154328664287,0.4146039577535408,0,0,26,1,Home
34,23559,598,Employed,52609,96,Bachelor,1,425,0.6713885803560015,0.4569987319555839,0,0,28,15,Debt Consolidation
51,26746,592,Employed,17623,48,Associate,0,714,0.180015323122227,0.0877657662448392,0,0,29,16,Education
55,192397,578,Employed,24475,48,Master,3,467,0.1762804641693374,0.2725742140201265,1,1,17,8,Debt Consolidation
30,65286,549,Employed,30084,48,Bachelor,1,292,0.2154932959089991,0.3313207108456261,0,0,26,9,Home
43,15399,522,Employed,27746,84,High School,1,788,0.5060453333789445,0.0673990965389582,0,0,28,23,Auto
69,48168,656,Employed,20106,120,Bachelor,3,172,0.0290878925017672,0.243439463295139,0,0,19,19,Debt Consolidation
62,56048,564,Employed,12644,24,High School,0,396,0.3307816642231203,0.364985362216955,0,0,18,13,Debt Consolidation
51,39600,575,Employed,57457,36,Bachelor,2,787,0.3383725342652796,0.2107284627816128,0,0,24,6,Education
25,36319,516,Employed,16129,72,Bachelor,2,673,0.6012086731154477,0.1801442522981356,0,0,21,10,Debt Consolidation
52,57254,650,Employed,7415,24,Doctorate,2,163,0.1572844714311494,0.3041391345411036,0,0,30,1,Education
34,90401,533,Employed,12873,96,Doctorate,2,398,0.1901192718168531,0.2067548237471862,0,0,30,2,Home
55,38024,583,Employed,33009,60,Associate,2,499,0.5281705683073223,0.3492417295453552,0,0,18,24,Home
47,80943,541,Employed,13733,36,High School,4,170,0.1418872348848856,0.2021520035818817,0,0,24,20,Other
21,63259,438,Employed,52529,60,High School,0,325,0.3313791559487923,0.1503119312703619,0,0,21,20,Home
49,19174,665,Employed,21497,84,Doctorate,1,340,0.5880118259490128,0.0667438812879753,0,1,22,18,Home
31,58392,481,Employed,24749,24,Associate,2,620,0.0727553962542635,0.2064009994754497,0,0,29,20,Home
46,66553,516,Employed,13196,84,Associate,0,446,0.1038321766938028,0.3565053207831154,1,0,22,25,Other
42,141760,614,Employed,28655,48,High School,3,338,0.1094534118200514,0.3482258172770188,0,0,27,9,Debt Consolidation
34,67295,611,Employed,8572,12,Bachelor,4,491,0.2200200057272801,0.0958602602781844,0,0,20,17,Debt Consolidation
51,78251,605,Employed,19962,72,Bachelor,4,337,0.4325844128093493,0.0482750472750482,0,0,22,4,Home
45,54463,533,Employed,20924,48,Bachelor,2,376,0.1314966822547438,0.2900452340955383,0,0,23,1,Auto
28,53447,609,Employed,16735,60,Bachelor,1,445,0.3881296927058192,0.409570729124695,0,0,30,18,Other
51,32655,617,Employed,49598,60,Associate,1,655,0.3647145369718513,0.519958156385139,0,0,20,22,Home
42,42699,570,Employed,29180,48,Bachelor,0,613,0.2842371699809508,0.1269097199997419,0,0,27,1,Debt Consolidation
44,146362,569,Employed,13682,36,Bachelor,0,450,0.6610578673585732,0.2841391350217334,0,0,27,16,Home
47,66286,616,Employed,36652,24,High School,3,83,0.1860314060890265,0.3189105643323518,0,0,25,15,Other
36,93371,596,Employed,18717,72,Associate,0,297,0.238846607007648,0.3234107831070668,0,0,25,17,Debt Consolidation
39,82398,619,Employed,21238,60,Bachelor,0,576,0.0808591654940592,0.223903023110475,0,0,24,2,Debt Consolidation
41,17419,476,Employed,43009,60,Master,1,856,0.3008595725452165,0.1129883899531058,0,0,17,26,Education
33,64043,537,Employed,40563,120,Bachelor,1,413,0.5827263334603939,0.1038370174840724,0,0,29,8,Debt Consolidation
31,32777,537,Employed,27822,60,Master,2,392,0.3132684195484376,0.2064896020291528,0,1,21,15,Education
48,81716,613,Employed,29426,72,Associate,1,591,0.4439259699403528,0.4141043613777695,0,0,25,25,Other
44,44677,661,Employed,18512,36,Bachelor,4,417,0.2506882040701437,0.1337496883958589,0,0,20,19,Debt Consolidation
29,28375,586,Self-Employed,39246,24,Bachelor,2,251,0.4065911421964346,0.358360011614776,0,0,28,20,Home
47,45371,575,Employed,30983,60,High School,3,436,0.2555275521461893,0.3595442653327215,0,0,27,19,Home
21,78034,587,Employed,44640,60,Associate,1,942,0.5967837978619047,0.3892326315889522,0,0,17,11,Home
49,65520,590,Employed,44173,108,High School,0,535,0.2733435024338827,0.3386512252630296,0,0,22,9,Education
58,53580,494,Employed,27856,36,Master,0,828,0.5030483929394111,0.2814167982037936,0,0,22,25,Auto
35,72230,606,Employed,31075,12,Master,0,143,0.4167307697254767,0.0674470571717948,0,0,19,18,Debt Consolidation
31,15000,527,Employed,23201,48,High School,0,536,0.4926851162009922,0.4638078705924947,0,0,20,17,Home
36,57253,607,Employed,14610,96,Associate,0,241,0.1215362474772441,0.311232085030838,0,0,19,6,Education
31,33748,497,Employed,24855,36,High School,3,540,0.4847369031632657,0.2129508721380332,0,0,30,4,Home
60,31131,618,Employed,14983,48,Associate,0,539,0.0151777645395377,0.2266990273047643,0,0,22,19,Home
45,84061,595,Employed,38584,72,Bachelor,2,417,0.174155187629332,0.4626600038931756,0,0,29,16,Education
22,23727,508,Employed,34653,36,Bachelor,2,191,0.3288138652752977,0.1908208698281018,0,0,17,19,Home
48,25430,631,Employed,19710,84,Bachelor,1,329,0.1216899465566364,0.4217304148444056,0,0,17,26,Debt Consolidation
25,15000,594,Employed,15972,24,Doctorate,0,395,0.2791430334282375,0.3385991094815401,0,0,19,3,Home
22,15000,473,Employed,34464,84,Associate,1,289,0.0882863239296982,0.1535095079949087,0,0,23,21,Education
45,122062,567,Employed,22811,36,Associate,2,736,0.3726393254265338,0.1360760730607642,0,0,18,7,Debt Consolidation
49,29269,557,Employed,18010,60,Associate,0,456,0.1163842072801431,0.4020385457737129,0,0,19,21,Auto
61,63725,609,Employed,11271,72,Master,1,349,0.099904602334185,0.339584491038319,0,0,22,20,Debt Consolidation
61,75753,623,Employed,28831,12,Bachelor,1,524,0.1856363952342154,0.593659120476955,0,0,11,2,Other
37,38894,582,Employed,12622,72,High School,5,719,0.2864290176928526,0.4501368625608062,1,0,16,28,Auto
46,44781,586,Employed,9552,60,High School,0,170,0.3510791726461841,0.4323383855874365,0,0,18,19,Auto
29,39174,625,Unemployed,15139,36,Doctorate,2,590,0.4185297240486841,0.4588170994854723,0,0,16,12,Debt Consolidation
56,25532,645,Employed,21746,96,Bachelor,1,411,0.3328532876428931,0.468749187932769,0,0,19,14,Education
32,28318,618,Employed,19807,24,Bachelor,2,275,0.1106642018217979,0.3022236180460161,0,0,17,29,Auto
27,118240,585,Employed,20602,48,Master,2,211,0.5230225107465233,0.3788763588877001,0,0,27,26,Home
53,154883,451,Employed,28056,48,Master,1,478,0.6430858748127962,0.3965205138069101,0,0,29,3,Debt Consolidation
27,73755,612,Employed,30309,84,Bachelor,3,472,0.3155695015509686,0.1955522282959327,0,0,19,22,Debt Consolidation
41,81064,568,Employed,25869,96,Associate,0,208,0.1402924916485041,0.1579814325533484,0,0,25,17,Education
50,25808,591,Employed,44446,60,Bachelor,2,279,0.4484826795895775,0.0994546510476173,0,0,23,21,Home
45,44180,584,Employed,19705,48,Bachelor,1,382,0.2717852156933316,0.6334779320483063,0,0,25,11,Education
33,38068,627,Employed,12524,96,Bachelor,1,439,0.2998455614876743,0.1913469473407837,0,0,25,19,Other
39,103887,584,Employed,12939,108,Master,3,395,0.0591064677904206,0.4763218041453343,0,0,21,21,Home
49,52692,437,Self-Employed,21135,72,Bachelor,5,297,0.1737993556164208,0.1287064599532338,0,1,19,13,Auto
38,102571,559,Employed,8306,72,High School,2,639,0.3089105930511214,0.3802666534695275,0,1,23,1,Debt Consolidation
